Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,354631
201912,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,12818
202007,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,Terminal 1,B,14478
200707,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11090
201407,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,8431
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4614
200610,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,23217
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,7051
201901,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,211
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7850
201104,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4429
200612,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5328
201402,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8505
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,368236
201808,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13621
201404,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,4715
201810,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,43137
201305,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,5606
201909,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,8695
201602,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8948
200702,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6199
202003,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,135
202010,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,956
201606,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8848
201505,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,40
201208,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19569
201705,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,7190
201105,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,138199
201702,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,4611
201905,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Other,International,G,1415
201004,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,282
201206,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6442
201408,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13139
201310,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11038
202102,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,1262
201912,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,15381
201410,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11188
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1
201202,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,17373
201806,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,522248
200712,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,8620
201912,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,24086
201606,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,1370
201804,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,4851
201907,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Enplaned,Other,International,G,3659
200804,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,10339
201611,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,5904
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,42702
201405,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,9631
201209,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,8762
201412,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3406
201601,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27872
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,22637
201403,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,67153
201903,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,166121
200907,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,24209
201602,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5469
201511,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,5434
201204,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,43322
201212,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,130020
201305,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,32116
201706,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,99472
201410,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10181
201002,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8568
200609,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,50423
201001,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,51185
201909,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18637
201704,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5166
201602,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,8578
201710,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,14556
200705,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7247
201811,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,8478
201209,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,163442
202011,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,249
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,391820
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7027
201911,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Deplaned,Other,International,A,4958
200912,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,20249
201103,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,31702
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,1009
200806,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18708
201406,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Enplaned,Other,Terminal 1,B,36
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,33811
200706,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19602
201204,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7078
201712,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,5698
201112,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3451
201410,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,150
200904,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12522
200904,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,55284
201711,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8890
200812,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,G,1766
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,63783
201611,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,5555
201507,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9813
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,299
202004,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,2282
201601,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,60480
202007,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,45
201905,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,137077
200602,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,102286
201907,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,19908
201805,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,23669
201711,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,6168
201404,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11827
200608,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,43236
202007,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,Terminal 3,F,88
201201,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,15595
202103,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,1356
201203,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11536
201705,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,297352
201906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,270298
200912,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,10963
201201,Servisair,,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,77
201302,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,80074
200607,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,7714
202002,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6782
201306,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,11568
200903,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,5453
201308,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,19596
201403,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,46734
201407,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,8719
201310,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,75
201005,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,6997
201404,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,6128
201201,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,29404
200707,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,18295
201911,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,2493
202008,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,1023
201304,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8372
201111,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5338
201407,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,2724
201508,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6274
200809,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8663
201012,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,10173
201410,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,4923
201307,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,8725
200512,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,19200
201609,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,2002
201412,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,13346
201211,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,5474
200811,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3827
202001,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,9086
201807,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,34963
201801,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,4356
200903,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,130973
202009,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,4380
200609,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7475
201908,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,46
201002,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,7906
201106,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34509
201411,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,8869
201301,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,11087
201709,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,9610
200510,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6553
201905,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,8080
201910,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Enplaned,Other,International,A,104
201708,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,3520
200802,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,6903
201102,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,48183
200808,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,99851
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13481
201201,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,3070
202003,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,4734
201201,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,5885
201410,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,5449
201410,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9083
